OrderNumber,CustomerKey,Region,IncomeGroup
SO62243,12276,Europe,Low
SO62244,14940,Europe,Moderate
SO62245,11078,North America,Moderate
SO62246,11230,North America,High
SO62247,11142,North America,Moderate
SO62248,11253,North America,Moderate
SO62249,26586,North America,Moderate
SO62250,23792,North America,Low
SO62251,12892,North America,Moderate
SO62252,23199,North America,Moderate
SO62253,11277,North America,High
SO62254,21761,North America,High
SO62255,15859,North America,Moderate
SO62256,11203,North America,Moderate
SO62257,20435,North America,Moderate
SO62258,13201,North America,High
SO62259,17179,North America,Moderate
SO62260,15545,North America,Moderate
SO62261,19039,Europe,High
SO62262,14190,Europe,High
SO62263,21049,Europe,Low
SO62264,21511,Europe,High
SO62265,21118,Europe,Low
SO62266,25494,Europe,Low
SO62267,11331,North America,High
SO62268,11393,Europe,Low
SO62269,13162,North America,Moderate
SO62270,14631,North America,Moderate
SO62271,14419,North America,High
SO62272,15030,Pacific,Low
SO62273,20451,Pacific,High
SO62274,17732,Pacific,Low
SO62275,25229,Pacific,High
SO62276,12253,Pacific,Low
SO62277,13636,Pacific,High
SO62278,25432,North America,Moderate
SO62279,25975,North America,High
SO62280,17566,North America,Moderate
SO62281,22655,Europe,Low
SO62282,14347,Pacific,Moderate
SO62283,14220,Pacific,High
SO62284,22986,Pacific,Low
SO62285,13045,Pacific,Low
SO62286,24280,Pacific,Moderate
SO62287,15811,Pacific,High
SO62288,21378,Pacific,Low
SO62289,12992,Pacific,Moderate
SO62290,28956,Pacific,High
SO62291,26379,Europe,High
SO62292,16487,Pacific,Low
SO62293,17933,Europe,Low
SO62294,24868,Europe,High
SO62295,15921,Europe,High
SO62296,11704,North America,Moderate
SO62297,28144,North America,Moderate
SO62298,26719,North America,High
SO62299,29046,North America,High
SO62300,26478,North America,Moderate
SO62301,25358,North America,Low
SO62302,27198,North America,High
SO62303,19862,North America,Moderate
SO62304,22746,North America,High
SO62305,23286,North America,High
SO62306,21397,North America,Moderate
SO62307,18890,North America,Moderate
SO62308,27756,North America,Moderate
SO62309,19890,North America,High
SO62310,14458,North America,High
SO62311,18100,North America,High
SO62312,20271,North America,Low
SO62313,20089,North America,Low
SO62314,19729,North America,Moderate
SO62315,14396,North America,Moderate
SO62316,13379,North America,Moderate
SO62317,16543,Europe,Low
SO62318,19175,Europe,Low
SO62319,18041,Europe,Low
SO62320,17800,Europe,Low
SO62321,22568,Europe,Low
SO62322,25633,Europe,Low
SO62323,27314,Europe,High
SO62324,14993,Europe,Low
SO62325,27326,Europe,High
SO62326,13827,Europe,Low
SO62327,11737,North America,Moderate
SO62328,11975,North America,Moderate
SO62329,16097,North America,Moderate
SO62330,19723,North America,High
SO62331,14442,North America,High
SO62332,23538,Pacific,High
SO62333,20256,Pacific,High
SO62334,24502,Pacific,Moderate
SO62335,22789,North America,High
SO62336,26115,North America,High
SO62337,22716,North America,High
SO62338,20480,North America,Moderate
SO62339,26960,Europe,Low
SO62340,22711,Europe,Low
SO62341,29480,Europe,Low
SO62342,29085,Pacific,Low
SO62343,11751,Pacific,High
SO62344,23314,Pacific,Low
SO62345,28534,Pacific,Moderate
SO62346,29066,Pacific,Moderate
SO62347,14521,Pacific,Low
SO62348,28303,Pacific,Moderate
SO62349,14320,Pacific,High
SO62350,13121,Pacific,High
SO62351,19101,Pacific,High
SO62352,17639,Europe,Moderate
SO62353,15699,Europe,High
SO62354,29226,North America,Moderate
SO62355,26674,North America,Moderate
SO62356,24514,North America,Moderate
SO62357,19014,North America,Moderate
SO62358,22364,North America,High
SO62359,21905,North America,Moderate
SO62360,27230,North America,Moderate
SO62361,27414,North America,High
SO62362,18347,North America,Low
SO62363,15164,North America,High
SO62364,27007,Europe,Moderate
SO62365,14208,Europe,High
SO62366,17112,Europe,Moderate
SO62367,22838,Europe,High
SO62368,26969,Europe,Low
SO62369,27311,Europe,High
SO62370,22700,Europe,Low
SO62371,26859,Europe,Low
SO62372,27307,Europe,High
SO62373,24196,Europe,Low
SO62374,25491,Europe,Low
SO62375,13395,North America,High
SO62376,12617,Europe,Low
SO62377,14614,North America,Moderate
SO62378,12768,North America,Low
SO62379,15166,North America,High
SO62380,12437,North America,Moderate
SO62381,14584,North America,High
SO62382,20446,Pacific,High
SO62383,20600,Pacific,High
SO62384,13646,Pacific,High
SO62385,26066,North America,High
SO62386,13101,North America,High
SO62387,26041,North America,High
SO62388,12177,North America,High
SO62389,22872,North America,High
SO62390,18471,North America,Low
SO62391,22719,North America,High
SO62392,27809,Europe,Moderate
SO62393,14302,Pacific,High
SO62394,23101,Pacific,Low
SO62395,28715,Pacific,Moderate
SO62396,11215,North America,Moderate
SO62397,15239,Pacific,High
SO62398,14278,Pacific,High
SO62399,17235,Pacific,High
SO62400,19619,Pacific,High
SO62401,18298,Pacific,High
SO62402,26035,Pacific,Moderate
SO62403,19962,Pacific,High
SO62404,23569,Pacific,Low
SO62405,12372,Pacific,Moderate
SO62406,15055,Europe,Low
SO62407,17898,Europe,Low
SO62408,15692,Europe,High
SO62409,15101,Europe,High
SO62410,15106,Europe,High
SO62411,15710,Europe,High
SO62412,11276,North America,High
SO62413,11078,North America,Moderate
SO62414,26675,North America,Moderate
SO62415,26707,North America,High
SO62416,25416,North America,Low
SO62417,21686,North America,Moderate
SO62418,21770,North America,Moderate
SO62419,20780,North America,Moderate
SO62420,18323,North America,Moderate
SO62421,28992,North America,Moderate
SO62422,18074,North America,High
SO62423,16063,North America,Moderate
SO62424,15772,North America,High
SO62425,14028,North America,High
SO62426,14954,Europe,Low
SO62427,17208,Europe,High
SO62428,15001,Europe,Low
SO62429,17718,Europe,Low
SO62430,21841,Europe,High
SO62431,24531,Europe,High
SO62432,25317,Europe,Low
SO62433,14542,Europe,Low
SO62434,24864,Europe,High
SO62435,12430,North America,Moderate
SO62436,12931,North America,High
SO62437,11922,North America,High
SO62438,11874,North America,Moderate
SO62439,12714,Europe,Low
SO62440,12985,North America,High
SO62441,16732,North America,Moderate
SO62442,15909,North America,Moderate
SO62443,14664,North America,High
SO62444,15889,North America,High
SO62445,12084,North America,Moderate
SO62446,14439,North America,High
SO62447,14440,North America,High
SO62448,28494,Europe,Low
SO62449,11337,Europe,Low
SO62450,11341,Europe,Low
SO62451,11400,Europe,Moderate
SO62452,25593,Europe,Low
SO62453,23434,Pacific,High
SO62454,20606,Pacific,High
SO62455,20259,Pacific,High
SO62456,24506,Pacific,Moderate
SO62457,25138,Pacific,High
SO62458,12251,Pacific,Low
SO62459,13644,Pacific,High
SO62460,29174,North America,High
SO62461,25982,North America,High
SO62462,23242,North America,Moderate
SO62463,23181,North America,Moderate
SO62464,20463,North America,Moderate
SO62465,11483,Europe,Moderate
SO62466,26962,Europe,Low
SO62467,11244,Europe,High
SO62468,13585,Europe,High
SO62469,14301,Pacific,High
SO62470,28351,Pacific,Moderate
SO62471,13981,Pacific,Low
SO62472,22205,Pacific,High
SO62473,15809,Pacific,High
SO62474,24588,Pacific,High
SO62475,19762,Pacific,Low
SO62476,11068,Pacific,High
SO62477,16162,Pacific,High
SO62478,17522,Pacific,High
SO62479,16633,Pacific,High
SO62480,12255,Europe,Low
SO62481,12221,Europe,Low
SO62482,15920,Europe,High
SO62483,11870,North America,High
SO62484,11507,North America,Moderate
SO62485,11197,North America,High
SO62486,16149,North America,Moderate
SO62487,20096,North America,Low
SO62488,21640,North America,Moderate
SO62489,12203,North America,High
SO62490,20790,North America,Moderate
SO62491,11500,North America,Moderate
SO62492,18764,North America,Moderate
SO62493,22353,North America,Low
SO62494,18685,North America,Moderate
SO62495,20082,North America,Low
SO62496,17087,Europe,Low
SO62497,15104,Europe,High
SO62498,17088,Europe,Low
SO62499,14188,Europe,High
SO62500,20723,Europe,Low
SO62501,21518,Europe,High
SO62502,21091,Europe,Low
SO62503,23440,Europe,Low
SO62504,11566,Europe,Moderate
SO62505,27858,Europe,Low
SO62506,26881,Europe,Low
SO62507,12945,North America,Moderate
SO62508,13293,North America,High
SO62509,13327,North America,High
SO62510,16751,North America,Moderate
SO62511,12096,North America,Moderate
SO62512,14991,Europe,Low
SO62513,13261,Europe,High
SO62514,26976,Europe,Low
SO62515,15047,Europe,Low
SO62516,20241,Pacific,Moderate
SO62517,23533,Pacific,High
SO62518,25226,Pacific,High
SO62519,17733,Pacific,Low
SO62520,13119,Pacific,High
SO62521,25420,North America,Moderate
SO62522,29202,North America,High
SO62523,25974,North America,High
SO62524,22722,North America,High
SO62525,26113,North America,High
SO62526,22770,North America,High
SO62527,20702,North America,High
SO62528,24048,Europe,Low
SO62529,27811,Europe,Moderate
SO62530,11907,Pacific,High
SO62531,12893,North America,High
SO62532,16619,Pacific,High
SO62533,21175,Pacific,High
SO62534,25131,Pacific,High
SO62535,16709,Pacific,Low
SO62536,19173,Europe,Moderate
SO62537,14995,Europe,Low
SO62538,20862,Europe,Moderate
SO62539,28901,Europe,High
SO62540,16429,Europe,Low
SO62541,16201,Europe,Low
SO62542,11330,North America,High
SO62543,11185,North America,High
SO62544,11287,North America,High
SO62545,19220,North America,Low
SO62546,11276,North America,High
SO62547,11808,North America,Moderate
SO62548,24265,North America,High
SO62549,17348,North America,Low
SO62550,12054,North America,High
SO62551,13185,North America,High
SO62552,11724,North America,High
SO62553,21273,North America,High
SO62554,22983,North America,Low
SO62555,13483,North America,Moderate
SO62556,12569,Europe,Moderate
SO62557,11566,Europe,Moderate
SO62558,24016,Europe,Low
SO62559,13535,Europe,Low
SO62560,11330,North America,High
SO62561,14984,Europe,Low
SO62562,17183,Europe,High
SO62563,25756,Europe,Low
SO62564,26974,Europe,Low
SO62565,23422,Pacific,High
SO62566,20245,Pacific,High
SO62567,13619,Pacific,High
SO62568,13249,North America,High
SO62569,25972,North America,High
SO62570,25978,North America,High
SO62571,23264,North America,Moderate
SO62572,23268,North America,Moderate
SO62573,22873,North America,High
SO62574,20484,North America,Moderate
SO62575,20399,North America,Moderate
SO62576,17548,North America,Moderate
SO62577,24055,Europe,Low
SO62578,24044,Europe,Low
SO62579,24050,Europe,Low
SO62580,11461,Pacific,High
SO62581,11902,Pacific,High
SO62582,19626,Pacific,High
SO62583,11755,Pacific,Moderate
SO62584,19100,Pacific,High
SO62585,18211,Pacific,High
SO62586,14966,Europe,Low
SO62587,15710,Europe,High
SO62588,15685,Europe,High
SO62589,15114,Europe,High
SO62590,27677,North America,Moderate
SO62591,26483,North America,Low
SO62592,26271,North America,Low
SO62593,11200,North America,High
SO62594,25283,North America,Moderate
SO62595,24821,North America,High
SO62596,24962,North America,Moderate
SO62597,11091,North America,High
SO62598,21421,North America,Moderate
SO62599,21460,North America,High
SO62600,18405,North America,High
SO62601,15957,North America,High
SO62602,20070,North America,Moderate
SO62603,15858,North America,Moderate
SO62604,18411,North America,Moderate
SO62605,21082,Europe,Low
SO62606,22304,Europe,Low
SO62607,27303,Europe,High
SO62608,25490,Europe,Low
SO62609,16247,North America,Moderate
SO62610,14504,North America,High
SO62611,13516,Europe,Low
SO62612,15942,North America,High
SO62613,13312,North America,High
SO62614,20527,North America,High
SO62615,20496,North America,High
SO62616,12441,North America,Moderate
SO62617,14596,North America,High
SO62618,14572,North America,High
SO62619,15567,North America,High
SO62620,14394,North America,High
SO62621,13622,Pacific,High
SO62622,13631,Pacific,High
SO62623,22782,North America,High
SO62624,13590,Europe,High
SO62625,13605,Europe,High
SO62626,11892,Pacific,High
SO62627,27514,Pacific,High
SO62628,12927,North America,High
SO62629,24456,Pacific,Moderate
SO62630,18306,Pacific,High
SO62631,25054,Pacific,High
SO62632,13621,Pacific,Moderate
SO62633,13140,Pacific,Moderate
SO62634,14016,Pacific,Low
SO62635,14034,Pacific,High
SO62636,14072,Pacific,High
SO62637,15020,Pacific,Low
SO62638,21669,Europe,Moderate
SO62639,14965,Europe,Low
SO62640,25492,Europe,Moderate
SO62641,15928,Europe,High
SO62642,15691,Europe,High
SO62643,12985,North America,High
SO62644,28984,North America,Moderate
SO62645,28059,North America,Moderate
SO62646,28577,North America,High
SO62647,24290,North America,Moderate
SO62648,22269,North America,High
SO62649,28640,North America,Moderate
SO62650,17530,North America,Moderate
SO62651,15508,North America,Moderate
SO62652,23284,North America,High
SO62653,17194,Europe,High
SO62654,15090,Europe,Low
SO62655,20804,Europe,Low
SO62656,21079,Europe,Low
SO62657,17707,Europe,Low
SO62658,19514,Europe,Low
SO62659,11019,North America,Moderate
SO62660,12136,North America,Low
SO62661,13920,North America,Moderate
SO62662,16950,North America,Moderate
SO62663,14510,North America,High
SO62664,14585,North America,High
SO62665,12902,North America,Moderate
SO62666,14448,North America,High
SO62667,14421,North America,High
SO62668,11344,Europe,Low
SO62669,17191,Europe,High
SO62670,20264,Pacific,Moderate
SO62671,20444,Pacific,High
SO62672,20445,Pacific,High
SO62673,17352,Pacific,Moderate
SO62674,20610,Pacific,High
SO62675,25214,Pacific,High
SO62676,13114,Pacific,High
SO62677,13633,Pacific,High
SO62678,13139,Pacific,High
SO62679,25436,North America,Moderate
SO62680,29168,North America,High
SO62681,24685,North America,Moderate
SO62682,26057,North America,High
SO62683,12154,North America,High
SO62684,22864,North America,High
SO62685,16873,North America,Low
SO62686,20401,North America,Moderate
SO62687,17561,North America,Moderate
SO62688,24054,Europe,Low
SO62689,26992,Europe,Low
SO62690,22471,Europe,Low
SO62691,11898,Pacific,High
SO62692,14348,Pacific,Moderate
SO62693,11893,Pacific,High
SO62694,23325,Pacific,Low
SO62695,11771,North America,Moderate
SO62696,13044,Pacific,Low
SO62697,19104,Pacific,High
SO62698,29338,Pacific,Moderate
SO62699,23345,Pacific,High
SO62700,11114,Pacific,High
SO62701,17889,Europe,Low
SO62702,13405,Europe,High
SO62703,15693,Europe,High
SO62704,11720,North America,Moderate
SO62705,11157,North America,Moderate
SO62706,29200,North America,Moderate
SO62707,28008,North America,Moderate
SO62708,25931,North America,Moderate
SO62709,27430,North America,Moderate
SO62710,11500,North America,Moderate
SO62711,21804,North America,Moderate
SO62712,22861,North America,High
SO62713,19888,North America,Moderate
SO62714,20107,North America,Moderate
SO62715,13423,North America,High
SO62716,18663,North America,Low
SO62717,29267,North America,High
SO62718,16652,North America,Moderate
SO62719,14563,North America,Moderate
SO62720,13874,North America,Moderate
SO62721,13381,North America,Moderate
SO62722,20724,Europe,Low
SO62723,17991,Europe,Low
SO62724,28722,Europe,Low
SO62725,23626,Europe,High
SO62726,27822,Europe,Low
SO62727,21847,Europe,High
SO62728,27785,Europe,Low
SO62729,24128,Europe,Low
SO62730,26893,Europe,Moderate
SO62731,11658,North America,Moderate
SO62732,11642,North America,Moderate
SO62733,12515,Europe,Low
SO62734,12746,Europe,Low
SO62735,14453,North America,High
SO62736,14473,North America,High
SO62737,11343,Europe,Low
SO62738,20249,Pacific,Moderate
SO62739,11030,Pacific,Low
SO62740,13343,North America,High
SO62741,25924,North America,High
SO62742,25976,North America,High
SO62743,22871,North America,High
SO62744,22298,North America,High
SO62745,16220,North America,Low
SO62746,19884,North America,Moderate
SO62747,20061,Europe,Low
SO62748,26892,Europe,Moderate
SO62749,29081,Pacific,Low
SO62750,11097,Pacific,Moderate
SO62751,11932,North America,High
SO62752,15241,Pacific,Moderate
SO62753,14008,Pacific,Low
SO62754,16632,Pacific,High
SO62755,18705,Pacific,High
SO62756,16709,Pacific,Low
SO62757,22856,Pacific,High
SO62758,14231,Pacific,High
SO62759,11458,Pacific,High
SO62760,18299,Pacific,High
SO62761,21060,Europe,Low
SO62762,17827,Europe,Low
SO62763,17830,Europe,Low
SO62764,17928,Europe,Low
SO62765,24865,Europe,High
SO62766,14141,Europe,Low
SO62767,12873,Europe,Low
SO62768,12378,Europe,Low
SO62769,12860,Europe,Moderate
SO62770,11174,North America,High
SO62771,29349,North America,Moderate
SO62772,28999,North America,High
SO62773,27035,North America,Low
SO62774,26800,North America,Moderate
